ticket issuing clerk,http://data.europa.eu/esco/occupation/612430b3-dd43-4786-b823-0466c4953f66,
mountain guide,http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321,
travel agent,http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31,
hospitality establishment receptionist,http://data.europa.eu/esco/occupation/82025c02-9082-416c-998b-f51eb0359ee6,
tourist information centre manager,http://data.europa.eu/esco/occupation/f4e3dd1c-f86b-4a69-8887-547255eadc79,
ticket sales agent,http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,
tourist animator,http://data.europa.eu/esco/occupation/8cc90646-fc23-445f-a95f-e28e6b5d5a05,
travel consultant,http://data.europa.eu/esco/occupation/291da1ab-1f90-426d-bbc5-60d0fa7d608b,
tourist information officer,http://data.europa.eu/esco/occupation/9b35eab1-2adc-4057-a620-181862656a19,
camping ground operative,http://data.europa.eu/esco/occupation/92b7776f-5d90-413d-b05f-51e429e28346,
hospitality entertainment manager,http://data.europa.eu/esco/occupation/4887c8a5-35d3-44c3-be69-346027e485f0,
hotel concierge,http://data.europa.eu/esco/occupation/1ae8d28e-407c-48ab-88ff-4cb25bfcdea6,
waiting list coordinator,http://data.europa.eu/esco/occupation/92be1fac-97c4-4d4d-ada7-f6aa07d6f316,
medical administrative assistant,http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,
doctors' surgery assistant,http://data.europa.eu/esco/occupation/0c041d1e-1841-4acb-b0a1-2c387a61bf65,
front line medical receptionist,http://data.europa.eu/esco/occupation/3469cbcc-5332-41dc-977a-29cf1b7ef7be,
chiropractic assistant,http://data.europa.eu/esco/occupation/66ca3643-e6f3-4c75-9300-40d813185b3e,
prosthetist-orthotist,http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f,
university department head,http://data.europa.eu/esco/occupation/34852729-a2f6-4063-aa90-18b3d16754f7,
career guidance advisor,http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e,
communications lecturer,http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,
dean of faculty,http://data.europa.eu/esco/occupation/e4ad2547-9188-4fbd-897a-c91b3c097779,
academic advisor,http://data.europa.eu/esco/occupation/abab3d6a-82b9-49bd-8a4b-7bc678130558,
journalism lecturer,http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,
medical sales representative,http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,
sales processor,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,
customer contact centre information clerk,http://data.europa.eu/esco/occupation/b7b75eb6-34bc-462d-b412-eed393cc1397,
telephone switchboard operator,http://data.europa.eu/esco/occupation/0bf68df5-e808-4c27-abf2-6f85440f2d7f,
